"intervention","state","lga","total_cost","target_value","state_count","lga_count","intervention_type","title","currency","target","cost_per_target"
"me","Adamawa","Lamurde",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Adamawa","Lamurde",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Adamawa","Lamurde",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Adamawa","Lamurde",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Adamawa","Lamurde",16961436.2004318,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Adamawa","Lamurde",10600.8976252699,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Adamawa","Madagali",14490372,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Adamawa","Madagali",9056.4825,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Adamawa","Madagali",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Adamawa","Madagali",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Adamawa","Madagali",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Adamawa","Madagali",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Adamawa","Madagali",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Adamawa","Madagali",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Adamawa","Madagali",16961436.2004318,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Adamawa","Madagali",10600.8976252699,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Adamawa","Maiha",17988048,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Adamawa","Maiha",11242.53,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Adamawa","Maiha",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Adamawa","Maiha",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Adamawa","Maiha",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Adamawa","Maiha",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Adamawa","Maiha",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Adamawa","Maiha",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Adamawa","Maiha",16961436.2004318,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Adamawa","Maiha",10600.8976252699,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Adamawa","Mayo Belwa",21485724,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Adamawa","Mayo Belwa",13428.5775,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Adamawa","Mayo Belwa",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Adamawa","Mayo Belwa",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Adamawa","Mayo Belwa",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Adamawa","Mayo Belwa",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Adamawa","Mayo Belwa",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Adamawa","Mayo Belwa",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Adamawa","Mayo Belwa",20353723.4405181,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Adamawa","Mayo Belwa",12721.0771503238,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Adamawa","Michika",19487052,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Adamawa","Michika",12179.4075,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Adamawa","Michika",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Adamawa","Michika",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Adamawa","Michika",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Adamawa","Michika",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Adamawa","Michika",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Adamawa","Michika",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Adamawa","Michika",27138297.9206908,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Adamawa","Michika",16961.4362004318,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Adamawa","Mubi North",14990040,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Adamawa","Mubi North",9368.775,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Adamawa","Mubi North",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Adamawa","Mubi North",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Adamawa","Mubi North",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Adamawa","Mubi North",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Adamawa","Mubi North",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Adamawa","Mubi North",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Adamawa","Mubi North",18657579.8204749,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Adamawa","Mubi North",11660.9873877968,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Adamawa","Mubi South",18987384,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Adamawa","Mubi South",11867.115,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Adamawa","Mubi South",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Adamawa","Mubi South",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Adamawa","Mubi South",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Adamawa","Mubi South",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Adamawa","Mubi South",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Adamawa","Mubi South",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Adamawa","Mubi South",16961436.2004318,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Adamawa","Mubi South",10600.8976252699,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Adamawa","Numan",15489708,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Adamawa","Numan",9681.0675,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Adamawa","Numan",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Adamawa","Numan",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Adamawa","Numan",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Adamawa","Numan",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Adamawa","Numan",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Adamawa","Numan",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Adamawa","Numan",16961436.2004318,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Adamawa","Numan",10600.8976252699,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Adamawa","Shelleng",22485060,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Adamawa","Shelleng",14053.1625,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Adamawa","Shelleng",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Adamawa","Shelleng",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Adamawa","Shelleng",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Adamawa","Shelleng",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Adamawa","Shelleng",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Adamawa","Shelleng",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Adamawa","Shelleng",16961436.2004318,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Adamawa","Shelleng",10600.8976252699,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Adamawa","Song",19986720,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Adamawa","Song",12491.7,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Adamawa","Song",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Adamawa","Song",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Adamawa","Song",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Adamawa","Song",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Adamawa","Song",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Adamawa","Song",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Adamawa","Song",18657579.8204749,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Adamawa","Song",11660.9873877968,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Adamawa","Toungo",15989376,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Adamawa","Toungo",9993.36,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Adamawa","Toungo",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Adamawa","Toungo",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Adamawa","Toungo",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Adamawa","Toungo",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Adamawa","Toungo",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Adamawa","Toungo",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Adamawa","Toungo",16961436.2004318,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Adamawa","Toungo",10600.8976252699,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Adamawa","Yola North",10992696,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Adamawa","Yola North",6870.435,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Adamawa","Yola North",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Adamawa","Yola North",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Adamawa","Yola North",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Adamawa","Yola North",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Adamawa","Yola North",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Adamawa","Yola North",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Adamawa","Yola North",18657579.8204749,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Adamawa","Yola North",11660.9873877968,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Adamawa","Yola South",12491700,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Adamawa","Yola South",7807.3125,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Adamawa","Yola South",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Adamawa","Yola South",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Adamawa","Yola South",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Adamawa","Yola South",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Adamawa","Yola South",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Adamawa","Yola South",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Adamawa","Yola South",18657579.8204749,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Adamawa","Yola South",11660.9873877968,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Akwa Ibom","Abak",6995352,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Akwa Ibom","Abak",4372.095,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Akwa Ibom","Abak",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Akwa Ibom","Abak",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Akwa Ibom","Abak",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Akwa Ibom","Abak",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Akwa Ibom","Abak",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Akwa Ibom","Abak",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Akwa Ibom","Abak",18657579.8204749,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Akwa Ibom","Abak",11660.9873877968,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Akwa Ibom","Eastern Obolo",5496348,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Akwa Ibom","Eastern Obolo",3435.2175,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Akwa Ibom","Eastern Obolo",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Akwa Ibom","Eastern Obolo",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Akwa Ibom","Eastern Obolo",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Akwa Ibom","Eastern Obolo",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Akwa Ibom","Eastern Obolo",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Akwa Ibom","Eastern Obolo",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Akwa Ibom","Eastern Obolo",16961436.2004318,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Akwa Ibom","Eastern Obolo",10600.8976252699,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Akwa Ibom","Eket",7495020,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Akwa Ibom","Eket",4684.3875,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Akwa Ibom","Eket",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Akwa Ibom","Eket",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Akwa Ibom","Eket",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Akwa Ibom","Eket",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
