"","state","lga","intervention","intervention_mix_to_show","intervention_summary","plan","plan_description"
"159","Benue","Tarka","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"160","Benue","Tarka","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"161","Benue","Ukum","cm_public","CM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"162","Benue","Ukum","iptp","IPTp","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"163","Benue","Ukum","smc","SMC","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"164","Benue","Ukum","vacc","Vaccine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"165","Benue","Ukum","irs","Targeted IRS","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"166","Benue","Ukum","lsm","Targeted LSM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"167","Benue","Ukum","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"168","Benue","Ukum","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"169","Benue","Ushongo","cm_public","CM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"170","Benue","Ushongo","iptp","IPTp","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"171","Benue","Ushongo","pmc","PMC","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"172","Benue","Ushongo","vacc","Vaccine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"173","Benue","Ushongo","irs","Targeted IRS","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"174","Benue","Ushongo","lsm","Targeted LSM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"175","Benue","Ushongo","itn_routine","ITN Routine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"176","Benue","Ushongo","cm_private","CM_PRIVATE","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"177","Benue","Vandeikya","cm_public","CM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"178","Benue","Vandeikya","iptp","IPTp","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"179","Benue","Vandeikya","pmc","PMC","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"180","Benue","Vandeikya","vacc","Vaccine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"181","Benue","Vandeikya","irs","Targeted IRS","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"182","Benue","Vandeikya","lsm","Targeted LSM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"183","Benue","Vandeikya","itn_routine","ITN Routine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"184","Benue","Vandeikya","cm_private","CM_PRIVATE","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"185","Federal Capital Territory","Abaji","cm_public","CM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"186","Federal Capital Territory","Abaji","iptp","IPTp","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"187","Federal Capital Territory","Abaji","smc","SMC","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"188","Federal Capital Territory","Abaji","vacc","Vaccine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"189","Federal Capital Territory","Abaji","irs","Targeted IRS","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"190","Federal Capital Territory","Abaji","lsm","Targeted LSM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"191","Federal Capital Territory","Abaji","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"192","Federal Capital Territory","Abaji","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"193","Federal Capital Territory","Abaji","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"194","Federal Capital Territory","Abuja Municipal","cm_public","CM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"195","Federal Capital Territory","Abuja Municipal","iptp","IPTp","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"196","Federal Capital Territory","Abuja Municipal","smc","SMC","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"197","Federal Capital Territory","Abuja Municipal","vacc","Vaccine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"198","Federal Capital Territory","Abuja Municipal","irs","Targeted IRS","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"199","Federal Capital Territory","Abuja Municipal","lsm","Targeted LSM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"200","Federal Capital Territory","Abuja Municipal","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"201","Federal Capital Territory","Abuja Municipal","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"202","Federal Capital Territory","Abuja Municipal","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"203","Federal Capital Territory","Bwari","cm_public","CM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"204","Federal Capital Territory","Bwari","iptp","IPTp","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"205","Federal Capital Territory","Bwari","smc","SMC","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"206","Federal Capital Territory","Bwari","vacc","Vaccine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"207","Federal Capital Territory","Bwari","irs","Targeted IRS","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"208","Federal Capital Territory","Bwari","lsm","Targeted LSM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"209","Federal Capital Territory","Bwari","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"210","Federal Capital Territory","Bwari","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"211","Federal Capital Territory","Bwari","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"212","Federal Capital Territory","Gwagwalada","cm_public","CM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"213","Federal Capital Territory","Gwagwalada","iptp","IPTp","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"214","Federal Capital Territory","Gwagwalada","smc","SMC","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"215","Federal Capital Territory","Gwagwalada","vacc","Vaccine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"216","Federal Capital Territory","Gwagwalada","irs","Targeted IRS","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"217","Federal Capital Territory","Gwagwalada","lsm","Targeted LSM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"218","Federal Capital Territory","Gwagwalada","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"219","Federal Capital Territory","Gwagwalada","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"220","Federal Capital Territory","Gwagwalada","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"221","Federal Capital Territory","Kuje","cm_public","CM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"222","Federal Capital Territory","Kuje","iptp","IPTp","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"223","Federal Capital Territory","Kuje","smc","SMC","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"224","Federal Capital Territory","Kuje","vacc","Vaccine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"225","Federal Capital Territory","Kuje","irs","Targeted IRS","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"226","Federal Capital Territory","Kuje","lsm","Targeted LSM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"227","Federal Capital Territory","Kuje","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"228","Federal Capital Territory","Kuje","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"229","Federal Capital Territory","Kuje","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"230","Federal Capital Territory","Kwali","cm_public","CM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"231","Federal Capital Territory","Kwali","iptp","IPTp","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"232","Federal Capital Territory","Kwali","smc","SMC","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"233","Federal Capital Territory","Kwali","vacc","Vaccine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"234","Federal Capital Territory","Kwali","irs","Targeted IRS","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"235","Federal Capital Territory","Kwali","lsm","Targeted LSM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"236","Federal Capital Territory","Kwali","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"237","Federal Capital Territory","Kwali","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"238","Federal Capital Territory","Kwali","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"239","Kogi","Adavi","cm_public","CM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"240","Kogi","Adavi","iptp","IPTp","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"241","Kogi","Adavi","smc","SMC","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"242","Kogi","Adavi","vacc","Vaccine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"243","Kogi","Adavi","irs","Targeted IRS","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"244","Kogi","Adavi","lsm","Targeted LSM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"245","Kogi","Adavi","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"246","Kogi","Adavi","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"247","Kogi","Adavi","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"248","Kogi","Ajaokuta","cm_public","CM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"249","Kogi","Ajaokuta","iptp","IPTp","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"250","Kogi","Ajaokuta","smc","SMC","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"251","Kogi","Ajaokuta","vacc","Vaccine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"252","Kogi","Ajaokuta","irs","Targeted IRS","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"253","Kogi","Ajaokuta","lsm","Targeted LSM","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"254","Kogi","Ajaokuta","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"255","Kogi","Ajaokuta","itn_routine","ITN Routine","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"256","Kogi","Ajaokuta","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"257","Kogi","Ankpa","cm_public","CM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"258","Kogi","Ankpa","iptp","IPTp","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"259","Kogi","Ankpa","pmc","PMC","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"260","Kogi","Ankpa","vacc","Vaccine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"261","Kogi","Ankpa","irs","Targeted IRS","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"262","Kogi","Ankpa","lsm","Targeted LSM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"263","Kogi","Ankpa","itn_campaign","ITN Campaign","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"264","Kogi","Ankpa","itn_routine","ITN Routine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
